year,stage,team,week,rank,games,points,goal_difference,goals_for,goals_against,maybeChampion,mayPromote,mayDemote
2012,0,yamagata,31,5,25,46,12,36,24,0,0,0
2012,0,tottori,31,21,25,17,-34,19,53,0,0,0
2012,0,toyama,31,20,25,17,-16,21,37,0,0,0
2012,0,mito,32,10,26,36,1,28,27,0,0,0
2012,0,tokyo_v,32,3,26,49,20,48,28,0,0,0
2012,0,kofu,32,1,26,50,17,38,21,0,0,0
2012,0,gifu,32,19,26,20,-21,15,36,0,0,0
2012,0,okayama,32,11,26,36,-3,20,23,0,0,0
2012,0,fukuoka,32,17,26,30,-6,32,38,0,0,0
2012,0,oita,32,5,26,48,12,38,26,0,0,0
2012,0,chiba,32,2,26,49,23,40,17,0,0,0
2012,0,ehime,32,13,26,32,3,33,30,0,0,0
2012,0,shonan,32,4,26,49,16,43,27,0,0,0
2012,0,kitakyushu,32,14,26,32,-5,27,32,0,0,0
2012,0,tochigi,32,8,26,44,8,34,26,0,0,0
2012,0,machida,32,22,26,14,-24,17,41,0,0,0
2012,0,matsumoto,32,15,26,32,-6,22,28,0,0,0
2012,0,tokushima,32,12,26,34,1,26,25,0,0,0
2012,0,gumma,32,16,26,31,-6,20,26,0,0,0
2012,0,yokohama_fc,32,9,26,41,10,40,30,0,0,0
2012,0,kumamoto,32,18,26,29,-12,21,33,0,0,0
2012,0,kyoto,32,7,26,46,9,37,28,0,0,0
2012,0,yamagata,32,6,26,47,12,37,25,0,0,0
2012,0,tottori,32,20,26,20,-33,20,53,0,0,0
2012,0,toyama,32,21,26,18,-16,21,37,0,0,0
2012,0,mito,33,11,27,37,1,30,29,0,0,0
2012,0,tokyo_v,33,2,27,52,21,49,28,0,0,0
2012,0,kofu,33,1,27,53,18,40,22,0,0,0
2012,0,gifu,33,19,27,20,-24,15,39,0,0,0
2012,0,okayama,33,10,27,39,-1,22,23,0,0,0
2012,0,fukuoka,33,14,27,33,-3,35,38,0,0,0
2012,0,oita,33,3,27,51,16,42,26,0,0,0
2012,0,chiba,33,4,27,50,23,40,17,0,0,0
2012,0,ehime,33,13,27,33,3,34,31,0,0,0
2012,0,shonan,33,5,27,49,15,43,28,0,0,0
2012,0,kitakyushu,33,15,27,33,-5,28,33,0,0,0
2012,0,tochigi,33,8,27,45,8,34,26,0,0,0
2012,0,machida,33,22,27,15,-24,18,42,0,0,0
2012,0,matsumoto,33,16,27,33,-6,23,29,0,0,0
2012,0,tokushima,33,12,27,34,-3,26,29,0,0,0
2012,0,gumma,33,17,27,31,-7,21,28,0,0,0
2012,0,yokohama_fc,33,9,27,44,11,41,30,0,0,0
2012,0,kumamoto,33,18,27,29,-14,21,35,0,0,0
2012,0,kyoto,33,6,27,49,11,40,29,0,0,0
2012,0,yamagata,33,7,27,48,12,39,27,0,0,0
2012,0,tottori,33,20,27,20,-35,21,56,0,0,0
2012,0,toyama,33,21,27,18,-17,21,38,0,0,0
2012,0,mito,34,11,28,37,0,30,30,0,0,0
2012,0,tokyo_v,34,2,28,52,20,49,29,0,0,0
2012,0,kofu,34,1,28,56,19,41,22,0,0,0
2012,0,gifu,34,19,28,21,-24,16,40,0,0,0
2012,0,okayama,34,10,28,42,1,24,23,0,0,0
2012,0,fukuoka,34,16,28,33,-5,36,41,0,0,0
2012,0,oita,34,5,28,51,15,42,27,0,0,0
2012,0,chiba,34,6,28,50,22,40,18,0,0,0
2012,0,ehime,34,15,28,33,2,35,33,0,0,0
2012,0,shonan,34,3,28,52,17,46,29,0,0,0
2012,0,kitakyushu,34,13,28,36,-4,29,33,0,0,0
2012,0,tochigi,34,9,28,45,5,34,29,0,0,0
2012,0,machida,34,22,28,18,-23,19,42,0,0,0
2012,0,matsumoto,34,14,28,36,-5,25,30,0,0,0
2012,0,tokushima,34,12,28,37,-2,28,30,0,0,0
2012,0,gumma,34,17,28,32,-7,22,29,0,0,0
2012,0,yokohama_fc,34,8,28,47,12,42,30,0,0,0
2012,0,kumamoto,34,18,28,32,-11,24,35,0,0,0
2012,0,kyoto,34,4,28,52,12,41,29,0,0,0
2012,0,yamagata,34,7,28,48,11,39,28,0,0,0
2012,0,tottori,34,20,28,20,-37,21,58,0,0,0
2012,0,toyama,34,21,28,18,-18,22,40,0,0,0
2012,0,mito,35,11,29,40,1,32,31,0,0,0
2012,0,tokyo_v,35,3,29,53,20,50,30,0,0,0
2012,0,kofu,35,1,29,57,19,42,23,0,0,0
2012,0,gifu,35,21,29,21,-25,17,42,0,0,0
2012,0,okayama,35,10,29,45,2,26,24,0,0,0
2012,0,fukuoka,35,16,29,33,-7,38,45,0,0,0
2012,0,oita,35,5,29,51,14,43,29,0,0,0
2012,0,chiba,35,7,29,50,21,41,20,0,0,0
2012,0,ehime,35,15,29,33,1,36,35,0,0,0
2012,0,shonan,35,4,29,53,17,47,30,0,0,0
2012,0,kitakyushu,35,12,29,39,-2,33,35,0,0,0
2012,0,tochigi,35,9,29,46,5,34,29,0,0,0
2012,0,machida,35,20,29,21,-22,20,42,0,0,0
2012,0,matsumoto,35,14,29,37,-5,25,30,0,0,0
2012,0,tokushima,35,13,29,37,-3,28,31,0,0,0
2012,0,gumma,35,17,29,33,-7,22,29,0,0,0
2012,0,yokohama_fc,35,8,29,47,11,43,32,0,0,0
2012,0,kumamoto,35,18,29,33,-11,24,35,0,0,0
2012,0,kyoto,35,2,29,55,13,43,30,0,0,0
2012,0,yamagata,35,6,29,51,12,41,29,0,0,0
2012,0,tottori,35,19,29,23,-36,23,59,0,0,0
2012,0,toyama,35,22,29,19,-18,23,41,0,0,0
2012,0,mito,36,14,31,40,-3,33,36,0,0,0
2012,0,tokyo_v,36,7,31,53,17,51,34,0,0,0
2012,0,kofu,36,1,31,61,20,44,24,0,0,0
2012,0,gifu,36,20,31,23,-25,17,42,0,0,0
2012,0,okayama,36,10,31,47,2,27,25,0,0,0
2012,0,fukuoka,36,15,31,37,-6,43,49,0,0,0
2012,0,oita,36,3,31,55,15,45,30,0,0,0
2012,0,chiba,36,6,31,54,24,44,20,0,0,0
2012,0,ehime,36,18,31,34,0,36,36,0,0,0
2012,0,shonan,36,2,31,57,18,49,31,0,0,0
2012,0,kitakyushu,36,11,31,43,0,36,36,0,0,0
2012,0,tochigi,36,9,31,49,5,36,31,0,0,0
2012,0,machida,36,21,31,22,-24,21,45,0,0,0
2012,0,matsumoto,36,13,31,41,-4,28,32,0,0,0
2012,0,tokushima,36,12,31,41,0,31,31,0,0,0
2012,0,gumma,36,16,31,37,-6,24,30,0,0,0
2012,0,yokohama_fc,36,8,31,50,11,46,35,0,0,0
2012,0,kumamoto,36,17,31,37,-8,28,36,0,0,0
2012,0,kyoto,36,5,31,55,11,43,32,0,0,0
2012,0,yamagata,36,4,31,55,14,44,30,0,0,0
2012,0,tottori,36,19,31,24,-39,23,62,0,0,0
2012,0,toyama,36,22,31,19,-22,25,47,0,0,0
2012,0,mito,37,12,32,43,-1,35,36,0,0,0
2012,0,tokyo_v,37,7,32,53,16,51,35,0,0,0
2012,0,kofu,37,1,32,64,21,46,25,0,0,0
2012,0,gifu,37,19,32,26,-24,18,42,0,0,0
2012,0,okayama,37,10,32,48,2,29,27,0,0,0
2012,0,fukuoka,37,16,32,37,-7,44,51,0,0,0
2012,0,oita,37,5,32,55,14,46,32,0,0,0
2012,0,chiba,37,3,32,57,25,46,21,0,0,0
2012,0,ehime,37,18,32,34,-1,36,37,0,0,0
2012,0,shonan,37,2,32,60,19,51,32,0,0,0
2012,0,kitakyushu,37,11,32,46,2,38,36,0,0,0
2012,0,tochigi,37,8,32,52,7,39,32,0,0,0
2012,0,machida,37,21,32,23,-24,23,47,0,0,0
2012,0,matsumoto,37,14,32,41,-6,28,34,0,0,0
2012,0,tokushima,37,13,32,42,0,33,33,0,0,0
2012,0,gumma,37,15,32,40,-4,26,30,0,0,0
2012,0,yokohama_fc,37,9,32,50,9,47,38,0,0,0
2012,0,kumamoto,37,17,32,37,-10,28,38,0,0,0
2012,0,kyoto,37,6,32,55,10,44,34,0,0,0
2012,0,yamagata,37,4,32,56,14,46,32,0,0,0
2012,0,tottori,37,20,32,24,-41,23,64,0,0,0
2012,0,toyama,37,22,32,22,-21,26,47,0,0,0
2012,0,mito,38,12,32,43,-1,35,36,0,0,0
2012,0,tokyo_v,38,7,32,53,16,51,35,0,0,0
2012,0,kofu,38,1,32,64,21,46,25,0,0,0
2012,0,gifu,38,19,32,26,-24,18,42,0,0,0
2012,0,okayama,38,10,32,48,2,29,27,0,0,0
2012,0,fukuoka,38,16,32,37,-7,44,51,0,0,0
2012,0,oita,38,5,32,55,14,46,32,0,0,0
2012,0,chiba,38,3,32,57,25,46,21,0,0,0
2012,0,ehime,38,18,32,34,-1,36,37,0,0,0
2012,0,shonan,38,2,32,60,19,51,32,0,0,0
2012,0,kitakyushu,38,11,32,46,2,38,36,0,0,0
2012,0,tochigi,38,8,32,52,7,39,32,0,0,0
2012,0,machida,38,21,32,23,-24,23,47,0,0,0
2012,0,matsumoto,38,14,32,41,-6,28,34,0,0,0
2012,0,tokushima,38,13,32,42,0,33,33,0,0,0
2012,0,gumma,38,15,32,40,-4,26,30,0,0,0
2012,0,yokohama_fc,38,9,32,50,9,47,38,0,0,0
2012,0,kumamoto,38,17,32,37,-10,28,38,0,0,0
2012,0,kyoto,38,6,32,55,10,44,34,0,0,0
2012,0,yamagata,38,4,32,56,14,46,32,0,0,0
2012,0,tottori,38,20,32,24,-41,23,64,0,0,0
2012,0,toyama,38,22,32,22,-21,26,47,0,0,0
2012,0,mito,39,12,33,46,1,37,36,0,0,0
2012,0,tokyo_v,39,7,33,54,16,52,36,0,0,0
2012,0,kofu,39,1,33,67,22,47,25,0,0,0
2012,0,gifu,39,20,33,26,-25,19,44,0,0,0
2012,0,okayama,39,11,33,48,1,29,28,0,0,0
2012,0,fukuoka,39,16,33,38,-7,45,52,0,0,0
2012,0,oita,39,3,33,58,16,48,32,0,0,0
2012,0,chiba,39,4,33,57,23,46,23,0,0,0
2012,0,ehime,39,18,33,34,-2,36,38,0,0,0
2012,0,shonan,39,2,33,63,21,53,32,0,0,0
2012,0,kitakyushu,39,10,33,49,3,40,37,0,0,0
2012,0,tochigi,39,9,33,53,7,40,33,0,0,0
2012,0,machida,39,22,33,23,-27,23,50,0,0,0
2012,0,matsumoto,39,13,33,44,-3,31,34,0,0,0
2012,0,tokushima,39,14,33,43,0,34,34,0,0,0
2012,0,gumma,39,15,33,40,-6,26,32,0,0,0
2012,0,yokohama_fc,39,8,33,53,10,48,38,0,0,0
2012,0,kumamoto,39,17,33,37,-12,28,40,0,0,0
2012,0,kyoto,39,6,33,55,8,44,36,0,0,0
2012,0,yamagata,39,5,33,56,13,47,34,0,0,0
2012,0,tottori,39,19,33,27,-40,25,65,0,0,0
2012,0,toyama,39,21,33,25,-19,28,47,0,0,0
2012,0,mito,40,12,35,49,-1,40,41,0,0,0
2012,0,tokyo_v,40,5,35,58,19,57,38,0,0,0
2012,0,kofu,40,1,35,71,23,51,28,0,0,0
2012,0,gifu,40,19,35,32,-23,23,46,0,0,0
2012,0,okayama,40,11,35,51,2,32,30,0,0,0
2012,0,fukuoka,40,17,35,39,-9,47,56,0,0,0
2012,0,oita,40,6,35,58,14,49,35,0,0,0
2012,0,chiba,40,4,35,58,20,48,28,0,0,0
2012,0,ehime,40,18,35,37,-4,37,41,0,0,0
2012,0,shonan,40,2,35,63,18,56,38,0,0,0
2012,0,kitakyushu,40,10,35,52,5,45,40,0,0,0
2012,0,tochigi,40,9,35,56,7,41,34,0,0,0
2012,0,machida,40,22,35,27,-26,27,53,0,0,0
2012,0,matsumoto,40,13,35,48,3,39,36,0,0,0
2012,0,tokushima,40,14,35,43,-2,35,37,0,0,0
2012,0,gumma,40,15,35,43,-5,29,34,0,0,0
2012,0,yokohama_fc,40,7,35,57,11,50,39,0,0,0
2012,0,kumamoto,40,16,35,43,-9,33,42,0,0,0
2012,0,kyoto,40,3,35,61,12,50,38,0,0,0
2012,0,yamagata,40,8,35,56,10,49,39,0,0,0
2012,0,tottori,40,21,35,28,-46,27,73,0,0,0
2012,0,toyama,40,20,35,28,-19,31,50,0,0,0
2012,0,mito,41,12,36,52,1,43,42,0,0,0
2012,0,tokyo_v,41,6,36,59,19,58,39,0,0,0
2012,0,kofu,41,1,36,74,24,53,29,0,1,0
2012,0,gifu,41,19,35,32,-23,23,46,0,0,0
2012,0,okayama,41,11,36,52,2,33,31,0,0,0
2012,0,fukuoka,41,17,36,40,-9,48,57,0,0,0
2012,0,oita,41,3,36,61,16,52,36,0,0,0
2012,0,chiba,41,5,36,59,20,50,30,0,0,0
2012,0,ehime,41,18,36,38,-4,39,43,0,0,0
2012,0,shonan,41,2,35,63,18,56,38,0,0,0
2012,0,kitakyushu,41,10,36,52,3,46,43,0,0,0
2012,0,tochigi,41,9,36,56,6,42,36,0,0,0
2012,0,machida,41,22,36,27,-28,28,56,0,0,0
2012,0,matsumoto,41,13,35,48,3,39,36,0,0,0
2012,0,tokushima,41,14,35,43,-2,35,37,0,0,0
2012,0,gumma,41,15,36,43,-7,29,36,0,0,0
2012,0,yokohama_fc,41,7,36,58,11,51,40,0,0,0
2012,0,kumamoto,41,16,35,43,-9,33,42,0,0,0
2012,0,kyoto,41,4,35,61,12,50,38,0,0,0
2012,0,yamagata,41,8,36,57,10,50,40,0,0,0
2012,0,tottori,41,20,36,31,-44,29,73,0,0,0
2012,0,toyama,41,21,36,29,-19,32,51,0,0,0
2012,0,mito,42,11,37,53,1,44,43,0,0,0
2012,0,tokyo_v,42,7,37,60,19,59,40,0,0,0
2012,0,kofu,42,1,37,77,25,56,31,1,1,0
2012,0,gifu,42,19,36,33,-23,24,47,0,0,0
2012,0,okayama,42,10,37,55,3,35,32,0,0,0
2012,0,fukuoka,42,17,37,40,-10,49,59,0,0,0
2012,0,oita,42,5,37,61,15,53,38,0,0,0
2012,0,chiba,42,4,37,62,22,52,30,0,0,0
2012,0,ehime,42,18,37,39,-4,39,43,0,0,0
2012,0,shonan,42,2,37,64,17,57,40,0,0,0
2012,0,kitakyushu,42,12,37,52,2,46,44,0,0,0
2012,0,tochigi,42,9,37,56,5,43,38,0,0,0
2012,0,machida,42,22,37,28,-28,29,57,0,0,0
2012,0,matsumoto,42,13,36,51,4,40,36,0,0,0
2012,0,tokushima,42,15,36,43,-3,37,40,0,0,0
2012,0,gumma,42,16,37,43,-9,29,38,0,0,0
2012,0,yokohama_fc,42,6,37,61,12,53,41,0,0,0
2012,0,kumamoto,42,14,37,49,-6,37,43,0,0,0
2012,0,kyoto,42,3,36,64,13,52,39,0,0,0
2012,0,yamagata,42,8,37,57,8,50,42,0,0,0
2012,0,tottori,42,21,37,31,-45,30,75,0,0,0
2012,0,toyama,42,20,37,32,-18,34,52,0,0,0
2012,0,mito,43,12,38,54,1,44,43,0,0,0
2012,0,tokyo_v,43,7,38,60,17,59,42,0,0,0
2012,0,kofu,43,1,38,78,25,58,33,0,0,0
2012,0,gifu,43,20,37,34,-23,24,47,0,0,0
2012,0,okayama,43,9,38,58,5,37,32,0,0,0
2012,0,fukuoka,43,17,38,41,-10,50,60,0,0,0
2012,0,oita,43,3,38,64,16,55,39,0,0,0
2012,0,chiba,43,5,38,62,21,53,32,0,0,0
2012,0,ehime,43,18,38,40,-4,39,43,0,0,0
2012,0,shonan,43,2,38,65,17,59,42,0,0,0
2012,0,kitakyushu,43,11,38,55,3,48,45,0,0,0
2012,0,tochigi,43,10,38,57,5,44,39,0,0,0
2012,0,machida,43,22,38,28,-29,30,59,0,0,0
2012,0,matsumoto,43,13,37,52,4,41,37,0,0,0
2012,0,tokushima,43,15,37,44,-3,38,41,0,0,0
2012,0,gumma,43,16,38,44,-9,29,38,0,0,0
2012,0,yokohama_fc,43,6,38,61,11,54,43,0,0,0
2012,0,kumamoto,43,14,38,52,-5,39,44,0,0,0
2012,0,kyoto,43,4,37,64,12,52,40,0,0,0
2012,0,yamagata,43,8,38,58,8,50,42,0,0,0
2012,0,tottori,43,21,38,32,-45,30,75,0,0,0
2012,0,toyama,43,19,38,35,-17,35,52,0,0,0
2012,0,mito,44,13,39,54,0,45,45,0,0,0
2012,0,tokyo_v,44,7,39,63,20,63,43,0,0,0
2012,0,kofu,44,1,39,81,26,61,35,0,0,0
2012,0,gifu,44,21,39,34,-26,25,51,0,0,0
2012,0,okayama,44,10,39,58,4,37,33,0,0,0
2012,0,fukuoka,44,18,39,41,-11,52,63,0,0,0
2012,0,oita,44,4,39,64,15,55,40,0,0,0
2012,0,chiba,44,6,39,63,21,54,33,0,0,0
2012,0,ehime,44,17,39,43,-2,43,45,0,0,0
2012,0,shonan,44,3,39,66,17,60,43,0,0,0
2012,0,kitakyushu,44,12,39,55,2,48,46,0,0,0
2012,0,tochigi,44,11,39,57,2,45,43,0,0,0
2012,0,machida,44,22,39,28,-31,32,63,0,0,0
2012,0,matsumoto,44,9,39,58,6,44,38,0,0,0
2012,0,tokushima,44,15,38,47,0,41,41,0,0,0
2012,0,gumma,44,16,39,47,-8,30,38,0,0,0
2012,0,yokohama_fc,44,5,39,64,12,55,43,0,0,0
2012,0,kumamoto,44,14,39,52,-6,39,45,0,0,0
2012,0,kyoto,44,2,38,67,14,55,41,0,0,0
2012,0,yamagata,44,8,39,61,9,51,42,0,0,0
2012,0,tottori,44,20,39,35,-44,31,75,0,0,0
2012,0,toyama,44,19,39,35,-20,35,55,0,0,0
2012,0,mito,45,13,40,55,0,45,45,0,0,0
2012,0,tokyo_v,45,7,40,63,19,64,45,0,0,0
2012,0,kofu,45,1,40,82,26,61,35,0,0,0
2012,0,gifu,45,21,40,34,-27,25,52,0,0,0
2012,0,okayama,45,10,40,59,4,37,33,0,0,0
2012,0,fukuoka,45,18,40,41,-12,52,64,0,0,0
2012,0,oita,45,4,40,67,16,56,40,0,0,0
2012,0,chiba,45,6,40,66,23,56,33,0,0,0
2012,0,ehime,45,17,40,44,-2,43,45,0,0,0
2012,0,shonan,45,3,40,69,19,62,43,0,0,0
2012,0,kitakyushu,45,12,40,58,4,50,46,0,0,0
2012,0,tochigi,45,9,40,60,3,48,45,0,0,0
2012,0,machida,45,22,40,31,-30,33,63,0,0,0
2012,0,matsumoto,45,11,40,58,5,46,41,0,0,0
2012,0,tokushima,45,15,40,50,-1,45,46,0,0,0
2012,0,gumma,45,16,40,47,-11,30,41,0,0,0
2012,0,yokohama_fc,45,5,40,67,15,58,43,0,0,0
2012,0,kumamoto,45,14,40,55,-5,40,45,0,0,0
2012,0,kyoto,45,2,40,70,14,59,45,0,1,0
2012,0,yamagata,45,8,40,61,7,51,44,0,0,0
2012,0,tottori,45,20,40,35,-45,31,76,0,0,0
2012,0,toyama,45,19,40,35,-22,35,57,0,0,0
2012,0,mito,46,13,41,56,0,46,46,0,0,0
2012,0,tokyo_v,46,7,41,63,18,64,46,0,0,0
2012,0,kofu,46,1,41,85,28,63,35,0,0,0
2012,0,gifu,46,20,41,35,-27,25,52,0,0,0
2012,0,okayama,46,8,41,62,5,39,34,0,0,0
2012,0,fukuoka,46,18,41,41,-14,52,66,0,0,0
2012,0,oita,46,4,41,70,19,59,40,0,1,0
2012,0,chiba,46,6,41,69,25,58,33,0,0,0
2012,0,ehime,46,16,41,47,0,46,46,0,0,0
2012,0,shonan,46,3,41,72,20,63,43,0,1,0
2012,0,kitakyushu,46,9,41,61,5,51,46,0,0,0
2012,0,tochigi,46,11,41,60,2,49,47,0,0,0
2012,0,machida,46,22,41,32,-30,34,64,0,0,0
2012,0,matsumoto,46,12,41,58,3,46,43,0,0,0
2012,0,tokushima,46,15,41,51,-1,45,46,0,0,0
2012,0,gumma,46,17,41,47,-13,31,44,0,0,0
2012,0,yokohama_fc,46,5,41,70,16,59,43,0,1,0
2012,0,kumamoto,46,14,41,55,-7,40,47,0,0,0
2012,0,kyoto,46,2,41,73,16,61,45,0,1,0
2012,0,yamagata,46,10,41,61,4,51,47,0,0,0
2012,0,tottori,46,21,41,35,-46,31,77,0,0,0
2012,0,toyama,46,19,41,35,-23,35,58,0,0,0
2013,1,sendai,10,8,1,1,0,1,1,0,0,0
2013,1,yokohama_fm,10,1,1,3,2,4,2,0,0,0
2013,1,nagoya,10,9,1,1,0,1,1,0,0,0
2013,1,c_osaka,10,5,1,3,1,1,0,0,0,0
2013,1,hiroshima,10,14,1,0,-1,1,2,0,0,0
2013,1,tosu,10,10,1,1,0,1,1,0,0,0
2013,1,omiya,10,6,1,1,0,2,2,0,0,0
2013,1,oita,10,15,1,0,-1,1,2,0,0,0
2013,1,kashiwa,10,2,1,3,2,3,1,0,0,0
2013,1,niigata,10,16,1,0,-1,0,1,0,0,0
2013,1,kashima,10,11,1,1,0,1,1,0,0,0
2013,1,fc_tokyo,10,3,1,3,1,2,1,0,0,0
2013,1,kofu,10,12,1,1,0,1,1,0,0,0
2013,1,shimizu,10,7,1,1,0,2,2,0,0,0
2013,1,kawasaki,10,18,1,0,-2,1,3,0,0,0
2013,1,iwata,10,13,1,1,0,1,1,0,0,0
2013,1,urawa,10,4,1,3,1,2,1,0,0,0
2013,1,shonan,10,17,1,0,-2,2,4,0,0,0
2013,1,sendai,11,10,2,1,-1,3,4,0,0,0
2013,1,yokohama_fm,11,1,2,6,7,9,2,0,0,0
2013,1,nagoya,11,13,2,1,-1,1,2,0,0,0
2013,1,c_osaka,11,3,2,6,2,3,1,0,0,0
2013,1,hiroshima,11,7,2,3,0,3,3,0,0,0
2013,1,tosu,11,9,2,2,0,2,2,0,0,0
2013,1,omiya,11,6,2,4,1,3,2,0,0,0
2013,1,oita,11,11,2,1,-1,2,3,0,0,0
2013,1,kashiwa,11,8,2,3,-1,3,4,0,0,0
2013,1,niigata,11,18,2,0,-2,1,3,0,0,0
2013,1,kashima,11,5,2,4,1,4,3,0,0,0
2013,1,fc_tokyo,11,2,2,6,4,5,1,0,0,0
2013,1,kofu,11,12,2,1,-1,2,3,0,0,0
2013,1,shimizu,11,17,2,1,-5,2,7,0,0,0
2013,1,kawasaki,11,16,2,1,-2,2,4,0,0,0
2013,1,iwata,11,14,2,1,-1,1,2,0,0,0
2013,1,urawa,11,4,2,6,2,3,1,0,0,0
2013,1,shonan,11,15,2,1,-2,3,5,0,0,0
2013,1,sendai,12,8,3,4,0,5,5,0,0,0
2013,1,yokohama_fm,12,1,3,9,8,11,3,0,0,0
2013,1,nagoya,12,10,3,4,0,2,2,0,0,0
2013,1,c_osaka,12,2,3,9,3,4,1,0,0,0
2013,1,hiroshima,12,9,3,4,0,3,3,0,0,0
2013,1,tosu,12,5,3,5,1,7,6,0,0,0
2013,1,omiya,12,6,3,5,1,4,3,0,0,0
2013,1,oita,12,12,3,2,-1,4,5,0,0,0
2013,1,kashiwa,12,11,3,3,-2,4,6,0,0,0
2013,1,niigata,12,15,3,1,-2,2,4,0,0,0
2013,1,kashima,12,7,3,5,1,4,3,0,0,0
2013,1,fc_tokyo,12,4,3,6,3,5,2,0,0,0
2013,1,kofu,12,16,3,1,-2,2,4,0,0,0
2013,1,shimizu,12,14,3,2,-5,3,8,0,0,0
2013,1,kawasaki,12,18,3,1,-3,6,9,0,0,0
2013,1,iwata,12,17,3,1,-2,2,4,0,0,0
2013,1,urawa,12,3,3,7,2,5,3,0,0,0
2013,1,shonan,12,13,3,2,-2,4,6,0,0,0
2013,1,sendai,13,8,3,4,0,5,5,0,0,0
2013,1,yokohama_fm,13,1,3,9,8,11,3,0,0,0
2013,1,nagoya,13,10,3,4,0,2,2,0,0,0
2013,1,c_osaka,13,2,3,9,3,4,1,0,0,0
2013,1,hiroshima,13,9,3,4,0,3,3,0,0,0
2013,1,tosu,13,5,3,5,1,7,6,0,0,0
2013,1,omiya,13,6,3,5,1,4,3,0,0,0
2013,1,oita,13,12,3,2,-1,4,5,0,0,0
2013,1,kashiwa,13,11,3,3,-2,4,6,0,0,0
2013,1,niigata,13,15,3,1,-2,2,4,0,0,0
2013,1,kashima,13,7,3,5,1,4,3,0,0,0
2013,1,fc_tokyo,13,4,3,6,3,5,2,0,0,0
2013,1,kofu,13,16,3,1,-2,2,4,0,0,0
2013,1,shimizu,13,14,3,2,-5,3,8,0,0,0
2013,1,kawasaki,13,18,3,1,-3,6,9,0,0,0
2013,1,iwata,13,17,3,1,-2,2,4,0,0,0
2013,1,urawa,13,3,3,7,2,5,3,0,0,0
2013,1,shonan,13,13,3,2,-2,4,6,0,0,0
2013,1,sendai,14,10,4,5,0,6,6,0,0,0
2013,1,yokohama_fm,14,1,4,12,9,14,5,0,0,0
2013,1,nagoya,14,6,4,7,2,4,2,0,0,0
2013,1,c_osaka,14,3,4,10,3,5,2,0,0,0
2013,1,hiroshima,14,5,4,7,4,7,3,0,0,0
2013,1,tosu,14,8,4,6,1,10,9,0,0,0
2013,1,omiya,14,4,4,8,3,7,4,0,0,0
2013,1,oita,14,15,4,2,-3,5,8,0,0,0
2013,1,kashiwa,14,9,4,6,0,7,7,0,0,0
2013,1,niigata,14,18,4,1,-4,2,6,0,0,0
2013,1,kashima,14,11,4,5,-1,5,6,0,0,0
2013,1,fc_tokyo,14,7,4,6,2,7,5,0,0,0
2013,1,kofu,14,13,4,2,-2,3,5,0,0,0
2013,1,shimizu,14,17,4,2,-9,3,12,0,0,0
2013,1,kawasaki,14,14,4,2,-3,7,10,0,0,0
2013,1,iwata,14,12,4,2,-2,5,7,0,0,0
2013,1,urawa,14,2,4,10,4,7,3,0,0,0
2013,1,shonan,14,16,4,2,-4,4,8,0,0,0
2013,1,sendai,15,11,5,5,-1,6,7,0,0,0
2013,1,yokohama_fm,15,1,5,15,11,17,6,0,0,0
2013,1,nagoya,15,5,5,8,2,7,5,0,0,0
2013,1,c_osaka,15,4,5,10,2,5,3,0,0,0
2013,1,hiroshima,15,7,5,7,2,8,6,0,0,0
2013,1,tosu,15,10,5,6,0,10,10,0,0,0
2013,1,omiya,15,3,5,11,4,8,4,0,0,0
2013,1,oita,15,18,5,2,-4,5,9,0,0,0
2013,1,kashiwa,15,8,5,7,0,10,10,0,0,0
2013,1,niigata,15,14,5,4,-3,3,6,0,0,0
2013,1,kashima,15,6,5,8,0,6,6,0,0,0
2013,1,fc_tokyo,15,9,5,6,1,7,6,0,0,0
2013,1,kofu,15,12,5,5,-1,4,5,0,0,0
2013,1,shimizu,15,13,5,5,-8,4,12,0,0,0
2013,1,kawasaki,15,15,5,3,-3,8,11,0,0,0
2013,1,iwata,15,17,5,2,-3,6,9,0,0,0
2013,1,urawa,15,2,5,13,5,9,4,0,0,0
2013,1,shonan,15,16,5,3,-4,5,9,0,0,0
2013,1,sendai,16,9,6,8,0,8,8,0,0,0
2013,1,yokohama_fm,16,1,6,18,12,19,7,0,0,0
2013,1,nagoya,16,4,6,11,4,9,5,0,0,0
2013,1,c_osaka,16,7,6,10,1,6,5,0,0,0
2013,1,hiroshima,16,6,6,10,4,10,6,0,0,0
2013,1,tosu,16,13,6,6,-2,10,12,0,0,0
2013,1,omiya,16,3,6,14,5,10,5,0,0,0
2013,1,oita,16,18,6,2,-5,7,12,0,0,0
2013,1,kashiwa,16,11,6,7,-2,11,13,0,0,0
2013,1,niigata,16,14,6,4,-5,3,8,0,0,0
2013,1,kashima,16,5,6,11,1,9,8,0,0,0
2013,1,fc_tokyo,16,12,6,6,0,8,8,0,0,0
2013,1,kofu,16,8,6,8,1,7,6,0,0,0
2013,1,shimizu,16,10,6,8,-7,5,12,0,0,0
2013,1,kawasaki,16,15,6,3,-4,9,13,0,0,0
2013,1,iwata,16,17,6,2,-4,6,10,0,0,0
2013,1,urawa,16,2,6,16,7,11,4,0,0,0
2013,1,shonan,16,16,6,3,-6,5,11,0,0,0
2013,1,sendai,17,12,7,8,-2,10,12,0,0,0
2013,1,yokohama_fm,17,1,7,18,11,19,8,0,0,0
